symbol,quote_symbol,name,country,is_bist,is_nasdaq,is_sp500,is_tefas,universe_tags
SANA,SANA,"Sana Biotechnology, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SANG,SANG,Sangoma Technologies Corporation - Common Shares,US,False,True,False,False,NASDAQ
SANM,SANM,Sanmina Corporation - Common Stock,US,False,True,False,False,NASDAQ
SATL,SATL,Satellogic Inc. - Class A Common Stock,US,False,True,False,False,NASDAQ
SATS,SATS,EchoStar Corporation - Common stock,US,False,True,True,False,NASDAQ;SP500
SBAC,SBAC,SBA Communications Corporation - Class A Common Stock,US,False,True,True,False,NASDAQ;SP500
SBC,SBC,SBC Medical Group Holdings Incorporated - Common Stock,US,False,True,False,False,NASDAQ
SBCF,SBCF,Seacoast Banking Corporation of Florida - Common Stock,US,False,True,False,False,NASDAQ
SBET,SBET,"Sharplink, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SBFG,SBFG,"SB Financial Group, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SBFM,SBFM,Sunshine Biopharma Inc. - Common stock,US,False,True,False,False,NASDAQ
SBGI,SBGI,"Sinclair, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SBLK,SBLK,Star Bulk Carriers Corp. - Common Shares,US,False,True,False,False,NASDAQ
SBLX,SBLX,"StableX Technologies, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SBRA,SBRA,"Sabra Health Care REIT, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SBUX,SBUX,Starbucks Corporation - Common Stock,US,False,True,True,False,NASDAQ;SP500
SCAG,SCAG,Scage Future - American Depositary Shares,US,False,True,False,False,NASDAQ
SCHL,SCHL,Scholastic Corporation - Common Stock,US,False,True,False,False,NASDAQ
SCHW,SCHW,Charles Schwab Corporation,US,False,False,True,False,SP500
SCII,SCII,SC II Acquisition Corp. - Class A ordinary share,US,False,True,False,False,NASDAQ
SCKT,SCKT,"Socket Mobile, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SCLX,SCLX,Scilex Holding Company - Common Stock,US,False,True,False,False,NASDAQ
SCNI,SCNI,Scinai Immunotherapeutics Ltd. - American Depositary Shares,US,False,True,False,False,NASDAQ
SCNX,SCNX,"Scienture Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SCOR,SCOR,"comScore, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SCPQ,SCPQ,Social Commerce Partners Corporation - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SCSC,SCSC,"ScanSource, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SCVL,SCVL,"Shoe Carnival, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SCWO,SCWO,374Water Inc. - common stock,US,False,True,False,False,NASDAQ
SCYX,SCYX,"SCYNEXIS, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SCZM,SCZM,Santacruz Silver Mining Ltd. - Common Shares,US,False,True,False,False,NASDAQ
SDA,SDA,SunCar Technology Group Inc. - Ordinary Shares,US,False,True,False,False,NASDAQ
SDGR,SDGR,"Schrodinger, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SDHI,SDHI,Siddhi Acquisition Corp - Class A Common stock,US,False,True,False,False,NASDAQ
SDM,SDM,Smart Digital Group Limited - Ordinary Shares,US,False,True,False,False,NASDAQ
SDOT,SDOT,Sadot Group Inc. - Common Stock,US,False,True,False,False,NASDAQ
SDST,SDST,Stardust Power Inc. - Common Stock,US,False,True,False,False,NASDAQ
SEAT,SEAT,Vivid Seats Inc. - Class A common stock,US,False,True,False,False,NASDAQ
SEDG,SEDG,"SolarEdge Technologies, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SEED,SEED,Origin Agritech Limited - Ordinary Shares,US,False,True,False,False,NASDAQ
SEER,SEER,"Seer, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SEGG,SEGG,Sports Entertainment Gaming Global Corporation - Common Stock,US,False,True,False,False,NASDAQ
SEIC,SEIC,SEI Investments Company - Common Stock,US,False,True,False,False,NASDAQ
SELF,SELF,"Global Self Storage, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SELX,SELX,Semilux International Ltd. - Ordinary Shares,US,False,True,False,False,NASDAQ
SENEA,SENEA,Seneca Foods Corp. - Class A Common Stock,US,False,True,False,False,NASDAQ
SENEB,SENEB,Seneca Foods Corp. - Class B Common Stock,US,False,True,False,False,NASDAQ
SENS,SENS,"Senseonics Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SEPN,SEPN,"Septerna, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SERA,SERA,"Sera Prognostics, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SERV,SERV,Serve Robotics Inc. - Common Stock,US,False,True,False,False,NASDAQ
SEV,SEV,Aptera Motors Corp. - Class B Common Stock,US,False,True,False,False,NASDAQ
SEZL,SEZL,Sezzle Inc. - Common Stock,US,False,True,False,False,NASDAQ
SFBC,SFBC,"Sound Financial Bancorp, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SFD,SFD,"Smithfield Foods, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SFHG,SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,US,False,True,False,False,NASDAQ
SFIX,SFIX,"Stitch Fix, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SFM,SFM,"Sprouts Farmers Market, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SFNC,SFNC,Simmons First National Corporation - Common Stock,US,False,True,False,False,NASDAQ
SFST,SFST,"Southern First Bancshares, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SFWL,SFWL,Shengfeng Development Limited - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SGA,SGA,"Saga Communications, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SGC,SGC,"Superior Group of Companies, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SGHT,SGHT,"Sight Sciences, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SGLY,SGLY,Singularity Future Technology Ltd. - Common Stock,US,False,True,False,False,NASDAQ
SGML,SGML,Sigma Lithium Corporation - common shares,US,False,True,False,False,NASDAQ
SGMO,SGMO,"Sangamo Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SGMT,SGMT,Sagimet Biosciences Inc. - Series A Common Stock,US,False,True,False,False,NASDAQ
SGP,SGP,"SpyGlass Pharma, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SGRP,SGRP,"SPAR Group, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SGRY,SGRY,"Surgery Partners, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SHAZ,SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SHBI,SHBI,"Shore Bancshares, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SHC,SHC,Sotera Health Company - Common Stock,US,False,True,False,False,NASDAQ
SHEN,SHEN,Shenandoah Telecommunications Co - Common Stock,US,False,True,False,False,NASDAQ
SHFS,SHFS,"SHF Holdings, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SHIM,SHIM,Shimmick Corporation - Common Stock,US,False,True,False,False,NASDAQ
SHIP,SHIP,Seanergy Maritime Holdings Corp. - Common Stock,US,False,True,False,False,NASDAQ
SHLS,SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SHMD,SHMD,SCHMID Group N.V. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SHOO,SHOO,"Steven Madden, Ltd. - Common Stock",US,False,True,False,False,NASDAQ
SHPH,SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",US,False,True,False,False,NASDAQ
SHW,SHW,Sherwin-Williams,US,False,False,True,False,SP500
SIBN,SIBN,"SI-BONE, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SIDU,SIDU,"Sidus Space, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SIEB,SIEB,Siebert Financial Corp. - Common Stock,US,False,True,False,False,NASDAQ
SIGA,SIGA,SIGA Technologies Inc. - Common Stock,US,False,True,False,False,NASDAQ
SIGI,SIGI,"Selective Insurance Group, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SILC,SILC,Silicom Ltd - Ordinary Shares,US,False,True,False,False,NASDAQ
SILO,SILO,"Silo Pharma, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SIMA,SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SIMO,SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",US,False,True,False,False,NASDAQ
SINT,SINT,"SiNtx Technologies, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SION,SION,"Sionna Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SIRI,SIRI,SiriusXM Holdings Inc. - Common Stock,US,False,True,False,False,NASDAQ
SITM,SITM,SiTime Corporation - Common Stock,US,False,True,False,False,NASDAQ
SJ,SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SJM,SJM,J.M. Smucker Company (The),US,False,False,True,False,SP500
SKBL,SKBL,Skyline Builders Group Holding Limited - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SKIN,SKIN,The Beauty Health Company - Class A Common Stock,US,False,True,False,False,NASDAQ
SKK,SKK,SKK Holdings Limited - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SKWD,SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SKYE,SKYE,"Skye Bioscience, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SKYQ,SKYQ,Sky Quarry Inc. - Common Stock,US,False,True,False,False,NASDAQ
SKYT,SKYT,"SkyWater Technology, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SKYW,SKYW,"SkyWest, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SKYX,SKYX,SKYX Platforms Corp. - Common Stock,US,False,True,False,False,NASDAQ
SLAB,SLAB,"Silicon Laboratories, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SLB,SLB,Schlumberger,US,False,False,True,False,SP500
SLDB,SLDB,Solid Biosciences Inc. - Common Stock,US,False,True,False,False,NASDAQ
SLDE,SLDE,"Slide Insurance Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SLDP,SLDP,"Solid Power, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SLE,SLE,"Super League Enterprise, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SLGB,SLGB,Smart Logistics Global Limited - Ordinary Shares,US,False,True,False,False,NASDAQ
SLGL,SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,US,False,True,False,False,NASDAQ
SLM,SLM,SLM Corporation - Common Stock,US,False,True,False,False,NASDAQ
SLMT,SLMT,Brera Holdings PLC - Class B Ordinary Shares,US,False,True,False,False,NASDAQ
SLNG,SLNG,"Stabilis Solutions, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SLNH,SLNH,"Soluna Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SLNO,SLNO,"Soleno Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SLP,SLP,"Simulations Plus, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SLS,SLS,"SELLAS Life Sciences Group, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SLSN,SLSN,"Solesence, Inc. - Common stock",US,False,True,False,False,NASDAQ
SLXN,SLXN,Silexion Therapeutics Corp - Ordinary Shares,US,False,True,False,False,NASDAQ
SMBC,SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SMCI,SMCI,"Super Micro Computer, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
SMID,SMID,Smith-Midland Corporation - Common Stock,US,False,True,False,False,NASDAQ
SMMT,SMMT,Summit Therapeutics Inc. - Common Stock,US,False,True,False,False,NASDAQ
SMPL,SMPL,The Simply Good Foods Company - Common Stock,US,False,True,False,False,NASDAQ
SMSI,SMSI,"Smith Micro Software, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SMTC,SMTC,Semtech Corporation - Common Stock,US,False,True,False,False,NASDAQ
SMTI,SMTI,Sanara MedTech Inc. - Common Stock,US,False,True,False,False,NASDAQ
SMTK,SMTK,"SmartKem, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SMX,SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,US,False,True,False,False,NASDAQ
SMXT,SMXT,Solarmax Technology Inc. - Common Stock,US,False,True,False,False,NASDAQ
SNA,SNA,Snap-on,US,False,False,True,False,SP500
SNAL,SNAL,"Snail, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SNBR,SNBR,Sleep Number Corporation - Common Stock,US,False,True,False,False,NASDAQ
SNCY,SNCY,"Sun Country Airlines Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SND,SND,"Smart Sand, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SNDK,SNDK,Sandisk Corporation - Common Stock,US,False,True,True,False,NASDAQ;SP500
SNDL,SNDL,SNDL Inc. - Common Shares,US,False,True,False,False,NASDAQ
SNDX,SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SNES,SNES,"SenesTech, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SNEX,SNEX,StoneX Group Inc. - Common Stock,US,False,True,False,False,NASDAQ
SNFCA,SNFCA,Security National Financial Corporation - Class A Common Stock,US,False,True,False,False,NASDAQ
SNGX,SNGX,"Soligenix, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SNOA,SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SNPS,SNPS,"Synopsys, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
SNSE,SNSE,"Sensei Biotherapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SNT,SNT,Senstar Technologies Corporation - Common Shares,US,False,True,False,False,NASDAQ
SNTG,SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SNTI,SNTI,"Senti Biosciences, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SNWV,SNWV,"SANUWAVE Health, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SNY,SNY,Sanofi - American Depositary Shares,US,False,True,False,False,NASDAQ
SNYR,SNYR,Synergy CHC Corp. - Common Stock,US,False,True,False,False,NASDAQ
SO,SO,Southern Company,US,False,False,True,False,SP500
SOBR,SOBR,"SOBR Safe, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SOCA,SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,US,False,True,False,False,NASDAQ
SOFI,SOFI,"SoFi Technologies, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SOGP,SOGP,Sound Group Inc. - American Depositary Shares,US,False,True,False,False,NASDAQ
SOHU,SOHU,Sohu.com Limited - American Depositary Shares,US,False,True,False,False,NASDAQ
SOLS,SOLS,Solstice Advanced Materials Inc. - Common Stock,US,False,True,False,False,NASDAQ
SOLV,SOLV,Solventum,US,False,False,True,False,SP500
SONM,SONM,"DNA X, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SONO,SONO,"Sonos, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SOPA,SOPA,Society Pass Incorporated - Common Stock,US,False,True,False,False,NASDAQ
SOPH,SOPH,SOPHiA GENETICS SA - Ordinary Shares,US,False,True,False,False,NASDAQ
SORA,SORA,AsiaStrategy - Ordinary Shares,US,False,True,False,False,NASDAQ
SORN,SORN,Soren Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SOTK,SOTK,Sono-Tek Corporation - Common Stock,US,False,True,False,False,NASDAQ
SOUN,SOUN,"SoundHound AI, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SOWG,SOWG,Sow Good Inc. - Common Stock,US,False,True,False,False,NASDAQ
SPAI,SPAI,Safe Pro Group Inc. - Common Stock,US,False,True,False,False,NASDAQ
SPCB,SPCB,"SuperCom, Ltd. - Ordinary Shares",US,False,True,False,False,NASDAQ
SPEG,SPEG,Silver Pegasus Acquisition Corp - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SPFI,SPFI,"South Plains Financial, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SPG,SPG,Simon Property Group,US,False,False,True,False,SP500
SPGI,SPGI,S&P Global,US,False,False,True,False,SP500
SPHL,SPHL,Springview Holdings Ltd - Ordinary shares,US,False,True,False,False,NASDAQ
SPKL,SPKL,Spark I Acquisition Corp. - Class A Ordinary Share,US,False,True,False,False,NASDAQ
SPOK,SPOK,"Spok Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SPPL,SPPL,SIMPPLE LTD. - Ordinary Shares,US,False,True,False,False,NASDAQ
SPRB,SPRB,"Spruce Biosciences, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SPRC,SPRC,SciSparc Ltd. - Ordinary Shares,US,False,True,False,False,NASDAQ
SPRO,SPRO,"Spero Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SPRY,SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SPSC,SPSC,"SPS Commerce, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SPT,SPT,"Sprout Social, Inc - Class A Common Stock",US,False,True,False,False,NASDAQ
SPWH,SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SPWR,SPWR,SunPower Inc. - Common Stock,US,False,True,False,False,NASDAQ
SRAD,SRAD,Sportradar Group AG - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SRBK,SRBK,"SR Bancorp, Inc. - Common stock",US,False,True,False,False,NASDAQ
SRCE,SRCE,1st Source Corporation - Common Stock,US,False,True,False,False,NASDAQ
SRE,SRE,Sempra,US,False,False,True,False,SP500
SRPT,SRPT,"Sarepta Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SRRK,SRRK,Scholar Rock Holding Corporation - Common Stock,US,False,True,False,False,NASDAQ
SRTA,SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
SRTS,SRTS,"Sensus Healthcare, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SRZN,SRZN,"Surrozen, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SSAC,SSAC,SPACSphere Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SSBI,SSBI,Summit State Bank - Common Stock,US,False,True,False,False,NASDAQ
SSEA,SSEA,Starry Sea Acquisition Corp - Ordinary Shares,US,False,True,False,False,NASDAQ
SSII,SSII,SS Innovations International Inc. - Common Stock,US,False,True,False,False,NASDAQ
SSM,SSM,Sono Group N.V. - Ordinary Shares,US,False,True,False,False,NASDAQ
SSNC,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SSP,SSP,E.W. Scripps Company (The) - Class A Common Stock,US,False,True,False,False,NASDAQ
SSRM,SSRM,SSR Mining Inc. - Common Stock,US,False,True,False,False,NASDAQ
SSTI,SSTI,"SoundThinking, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SSYS,SSYS,"Stratasys, Ltd. - Common Stock",US,False,True,False,False,NASDAQ
STAA,STAA,STAAR Surgical Company - Common Stock,US,False,True,False,False,NASDAQ
STAK,STAK,STAK Inc. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
STBA,STBA,"S&T Bancorp, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STE,STE,Steris,US,False,False,True,False,SP500
STEP,STEP,StepStone Group Inc. - Class A Common Stock,US,False,True,False,False,NASDAQ
STEX,STEX,Streamex Corp. - Common Stock,US,False,True,False,False,NASDAQ
STFS,STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
STGW,STGW,Stagwell Inc. - Class A Common Stock,US,False,True,False,False,NASDAQ
STI,STI,"Solidion Technology, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STIM,STIM,"Neuronetics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STKE,STKE,Sol Strategies Inc. - Common Shares,US,False,True,False,False,NASDAQ
STKH,STKH,Steakholder Foods Ltd. - American Depositary Shares,US,False,True,False,False,NASDAQ
STKL,STKL,"SunOpta, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STKS,STKS,"The ONE Group Hospitality, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STLD,STLD,"Steel Dynamics, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
STNE,STNE,StoneCo Ltd. - Class A Common Share,US,False,True,False,False,NASDAQ
STOK,STOK,"Stoke Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STRA,STRA,"Strategic Education, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STRL,STRL,"Sterling Infrastructure, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STRO,STRO,"Sutro Biopharma, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STRR,STRR,"Star Equity Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STRS,STRS,Stratus Properties Inc. - Common Stock,US,False,True,False,False,NASDAQ
STRT,STRT,STRATTEC SECURITY CORPORATION - Common Stock,US,False,True,False,False,NASDAQ
STRZ,STRZ,Starz Entertainment Corp. - Common Shares,US,False,True,False,False,NASDAQ
STSS,STSS,Sharps Technology Inc. - Common Stock,US,False,True,False,False,NASDAQ
STT,STT,State Street Corporation,US,False,False,True,False,SP500
STTK,STTK,"Shattuck Labs, Inc. - Common Stock",US,False,True,False,False,NASDAQ
STX,STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),US,False,True,True,False,NASDAQ;SP500
STZ,STZ,Constellation Brands,US,False,False,True,False,SP500
SUGP,SUGP,SU Group Holdings Limited - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SUIG,SUIG,Sui Group Holdings Limited - Common Stock,US,False,True,False,False,NASDAQ
SUNE,SUNE,"SUNation Energy, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SUPN,SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SUPX,SUPX,SuperX AI Technology Limited - Ordinary Shares,US,False,True,False,False,NASDAQ
SURG,SURG,"SurgePays, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SUUN,SUUN,PowerBank Corporation - Common Stock,US,False,True,False,False,NASDAQ
SVA,SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",US,False,True,False,False,NASDAQ
SVAC,SVAC,Spring Valley Acquisition Corp. III - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SVAQ,SVAQ,Silicon Valley Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SVCC,SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SVCO,SVCO,"Silvaco Group, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SVIV,SVIV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
SVRA,SVRA,"Savara, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SVRE,SVRE,SaverOne 2014 Ltd. - American Depositary Shares,US,False,True,False,False,NASDAQ
SVRN,SVRN,OceanPal Inc. - Common Stock,US,False,True,False,False,NASDAQ
SW,SW,Smurfit Westrock,US,False,False,True,False,SP500
SWAG,SWAG,"Stran & Company, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SWBI,SWBI,"Smith & Wesson Brands, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SWIM,SWIM,"Latham Group, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SWK,SWK,Stanley Black & Decker,US,False,False,True,False,SP500
SWKS,SWKS,"Skyworks Solutions, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
SWMR,SWMR,"Swarmer, Inc - common stock",US,False,True,False,False,NASDAQ
SWVL,SWVL,Swvl Holdings Corp - Ordinary Shares,US,False,True,False,False,NASDAQ
SXTC,SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",US,False,True,False,False,NASDAQ
SXTP,SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SYBT,SYBT,"Stock Yards Bancorp, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SYF,SYF,Synchrony Financial,US,False,False,True,False,SP500
SYK,SYK,Stryker Corporation,US,False,False,True,False,SP500
SYM,SYM,Symbotic Inc. - Class A Common Stock,US,False,True,False,False,NASDAQ
SYNA,SYNA,Synaptics Incorporated - Common Stock,US,False,True,False,False,NASDAQ
SYPR,SYPR,"Sypris Solutions, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SYRE,SYRE,"Spyre Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
SYY,SYY,Sysco,US,False,False,True,False,SP500
SZZL,SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,US,False,True,False,False,NASDAQ
T,T,AT&T,US,False,False,True,False,SP500
TACH,TACH,Titan Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
TACO,TACO,Berto Acquisition Corp. - Ordinary Shares,US,False,True,False,False,NASDAQ
TACT,TACT,TransAct Technologies Incorporated - Common Stock,US,False,True,False,False,NASDAQ
TALK,TALK,"Talkspace, Inc. - Common Stock",US,False,True,False,False,NASDAQ
TANH,TANH,Tantech Holdings Ltd. - Class A Common Shares,US,False,True,False,False,NASDAQ
TAOP,TAOP,Taoping Inc. - Ordinary Shares,US,False,True,False,False,NASDAQ
TAOX,TAOX,Tao Synergies Inc. - Common Stock,US,False,True,False,False,NASDAQ
TAP,TAP,Molson Coors Beverage Company,US,False,False,True,False,SP500
TARA,TARA,"Protara Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
TARS,TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
TASK,TASK,"TaskUs, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
TATT,TATT,TAT Technologies Ltd. - Ordinary Shares,US,False,True,False,False,NASDAQ
TAVI,TAVI,Tavia Acquisition Corp. - Ordinary Shares,US,False,True,False,False,NASDAQ
TAYD,TAYD,"Taylor Devices, Inc. - Common Stock",US,False,True,False,False,NASDAQ
TBBK,TBBK,"The Bancorp, Inc. - Common Stock",US,False,True,False,False,NASDAQ
TBCH,TBCH,Turtle Beach Corporation - Common Stock,US,False,True,False,False,NASDAQ
TBH,TBH,"Brag House Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
TBLA,TBLA,Taboola.com Ltd. - Ordinary Shares,US,False,True,False,False,NASDAQ
TBPH,TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",US,False,True,False,False,NASDAQ
TBRG,TBRG,"TruBridge, Inc. - Common Stock",US,False,True,False,False,NASDAQ
TC,TC,Token Cat Limited - American Depositary Shares,US,False,True,False,False,NASDAQ
TCBI,TCBI,"Texas Capital Bancshares, Inc. - Common Stock",US,False,True,False,False,NASDAQ
TCBK,TCBK,TriCo Bancshares - Common Stock,US,False,True,False,False,NASDAQ
TCMD,TCMD,"Tactile Systems Technology, Inc. - Common Stock",US,False,True,False,False,NASDAQ
TCOM,TCOM,Trip.com Group Limited - American Depositary Shares,US,False,True,False,False,NASDAQ
TCRT,TCRT,"Alaunos Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
